Date_Key,Date_Full_Format,Day,Month,Year,Day_of_Week_Name,Day_of_Week_Num,Week_in_Year,Weekend
1232,2011-05-16,16,5,2011,Monday,2,21,0
1233,2011-05-17,17,5,2011,Tuesday,3,21,0
1234,2011-05-18,18,5,2011,Wednesday,4,21,0
1235,2011-05-19,19,5,2011,Thursday,5,21,0
1236,2011-05-20,20,5,2011,Friday,6,21,0
1237,2011-05-21,21,5,2011,Saturday,7,21,1
1238,2011-05-22,22,5,2011,Sunday,1,22,1
1239,2011-05-23,23,5,2011,Monday,2,22,0
1240,2011-05-24,24,5,2011,Tuesday,3,22,0
1241,2011-05-25,25,5,2011,Wednesday,4,22,0
1242,2011-05-26,26,5,2011,Thursday,5,22,0
1243,2011-05-27,27,5,2011,Friday,6,22,0
1244,2011-05-28,28,5,2011,Saturday,7,22,1
1245,2011-05-29,29,5,2011,Sunday,1,23,1
1246,2011-05-30,30,5,2011,Monday,2,23,0
1247,2011-05-31,31,5,2011,Tuesday,3,23,0
1248,2011-06-01,1,6,2011,Wednesday,4,23,0
1249,2011-06-02,2,6,2011,Thursday,5,23,0
1250,2011-06-03,3,6,2011,Friday,6,23,0
1251,2011-06-04,4,6,2011,Saturday,7,23,1
1252,2011-06-05,5,6,2011,Sunday,1,24,1
1253,2011-06-06,6,6,2011,Monday,2,24,0
1254,2011-06-07,7,6,2011,Tuesday,3,24,0
1255,2011-06-08,8,6,2011,Wednesday,4,24,0
1256,2011-06-09,9,6,2011,Thursday,5,24,0
1257,2011-06-10,10,6,2011,Friday,6,24,0
1258,2011-06-11,11,6,2011,Saturday,7,24,1
1259,2011-06-12,12,6,2011,Sunday,1,25,1
1260,2011-06-13,13,6,2011,Monday,2,25,0
1261,2011-06-14,14,6,2011,Tuesday,3,25,0
1262,2011-06-15,15,6,2011,Wednesday,4,25,0
1263,2011-06-16,16,6,2011,Thursday,5,25,0
1264,2011-06-17,17,6,2011,Friday,6,25,0
1265,2011-06-18,18,6,2011,Saturday,7,25,1
1266,2011-06-19,19,6,2011,Sunday,1,26,1
1267,2011-06-20,20,6,2011,Monday,2,26,0
1268,2011-06-21,21,6,2011,Tuesday,3,26,0
1269,2011-06-22,22,6,2011,Wednesday,4,26,0
1270,2011-06-23,23,6,2011,Thursday,5,26,0
1271,2011-06-24,24,6,2011,Friday,6,26,0
1272,2011-06-25,25,6,2011,Saturday,7,26,1
1273,2011-06-26,26,6,2011,Sunday,1,27,1
1274,2011-06-27,27,6,2011,Monday,2,27,0
1275,2011-06-28,28,6,2011,Tuesday,3,27,0
1276,2011-06-29,29,6,2011,Wednesday,4,27,0
1277,2011-06-30,30,6,2011,Thursday,5,27,0
1278,2011-07-01,1,7,2011,Friday,6,27,0
1279,2011-07-02,2,7,2011,Saturday,7,27,1
1280,2011-07-03,3,7,2011,Sunday,1,28,1
1281,2011-07-04,4,7,2011,Monday,2,28,0
1282,2011-07-05,5,7,2011,Tuesday,3,28,0
1283,2011-07-06,6,7,2011,Wednesday,4,28,0
1284,2011-07-07,7,7,2011,Thursday,5,28,0
1285,2011-07-08,8,7,2011,Friday,6,28,0
1286,2011-07-09,9,7,2011,Saturday,7,28,1
1287,2011-07-10,10,7,2011,Sunday,1,29,1
1288,2011-07-11,11,7,2011,Monday,2,29,0
1289,2011-07-12,12,7,2011,Tuesday,3,29,0
1290,2011-07-13,13,7,2011,Wednesday,4,29,0
1291,2011-07-14,14,7,2011,Thursday,5,29,0
1292,2011-07-15,15,7,2011,Friday,6,29,0
1293,2011-07-16,16,7,2011,Saturday,7,29,1
1294,2011-07-17,17,7,2011,Sunday,1,30,1
1295,2011-07-18,18,7,2011,Monday,2,30,0
1296,2011-07-19,19,7,2011,Tuesday,3,30,0
1297,2011-07-20,20,7,2011,Wednesday,4,30,0
1298,2011-07-21,21,7,2011,Thursday,5,30,0
1299,2011-07-22,22,7,2011,Friday,6,30,0
1300,2011-07-23,23,7,2011,Saturday,7,30,1
1301,2011-07-24,24,7,2011,Sunday,1,31,1
1302,2011-07-25,25,7,2011,Monday,2,31,0
1303,2011-07-26,26,7,2011,Tuesday,3,31,0
1304,2011-07-27,27,7,2011,Wednesday,4,31,0
1305,2011-07-28,28,7,2011,Thursday,5,31,0
1306,2011-07-29,29,7,2011,Friday,6,31,0
1307,2011-07-30,30,7,2011,Saturday,7,31,1
1308,2011-07-31,31,7,2011,Sunday,1,32,1
1309,2011-08-01,1,8,2011,Monday,2,32,0
1310,2011-08-02,2,8,2011,Tuesday,3,32,0
1311,2011-08-03,3,8,2011,Wednesday,4,32,0
1312,2011-08-04,4,8,2011,Thursday,5,32,0
1313,2011-08-05,5,8,2011,Friday,6,32,0
1314,2011-08-06,6,8,2011,Saturday,7,32,1
1315,2011-08-07,7,8,2011,Sunday,1,33,1
1316,2011-08-08,8,8,2011,Monday,2,33,0
1317,2011-08-09,9,8,2011,Tuesday,3,33,0
1318,2011-08-10,10,8,2011,Wednesday,4,33,0
1319,2011-08-11,11,8,2011,Thursday,5,33,0
1320,2011-08-12,12,8,2011,Friday,6,33,0
1321,2011-08-13,13,8,2011,Saturday,7,33,1
1322,2011-08-14,14,8,2011,Sunday,1,34,1
1323,2011-08-15,15,8,2011,Monday,2,34,0
1324,2011-08-16,16,8,2011,Tuesday,3,34,0
1325,2011-08-17,17,8,2011,Wednesday,4,34,0
1326,2011-08-18,18,8,2011,Thursday,5,34,0
1327,2011-08-19,19,8,2011,Friday,6,34,0
1328,2011-08-20,20,8,2011,Saturday,7,34,1
1329,2011-08-21,21,8,2011,Sunday,1,35,1
1330,2011-08-22,22,8,2011,Monday,2,35,0
1331,2011-08-23,23,8,2011,Tuesday,3,35,0
1332,2011-08-24,24,8,2011,Wednesday,4,35,0
1333,2011-08-25,25,8,2011,Thursday,5,35,0
1334,2011-08-26,26,8,2011,Friday,6,35,0
1335,2011-08-27,27,8,2011,Saturday,7,35,1
1336,2011-08-28,28,8,2011,Sunday,1,36,1
1337,2011-08-29,29,8,2011,Monday,2,36,0
1338,2011-08-30,30,8,2011,Tuesday,3,36,0
1339,2011-08-31,31,8,2011,Wednesday,4,36,0
1340,2011-09-01,1,9,2011,Thursday,5,36,0
1341,2011-09-02,2,9,2011,Friday,6,36,0
1342,2011-09-03,3,9,2011,Saturday,7,36,1
1343,2011-09-04,4,9,2011,Sunday,1,37,1
1344,2011-09-05,5,9,2011,Monday,2,37,0
1345,2011-09-06,6,9,2011,Tuesday,3,37,0
1346,2011-09-07,7,9,2011,Wednesday,4,37,0
1347,2011-09-08,8,9,2011,Thursday,5,37,0
1348,2011-09-09,9,9,2011,Friday,6,37,0
1349,2011-09-10,10,9,2011,Saturday,7,37,1
1350,2011-09-11,11,9,2011,Sunday,1,38,1
1351,2011-09-12,12,9,2011,Monday,2,38,0
1352,2011-09-13,13,9,2011,Tuesday,3,38,0
1353,2011-09-14,14,9,2011,Wednesday,4,38,0
1354,2011-09-15,15,9,2011,Thursday,5,38,0
1355,2011-09-16,16,9,2011,Friday,6,38,0
1356,2011-09-17,17,9,2011,Saturday,7,38,1
1357,2011-09-18,18,9,2011,Sunday,1,39,1
1358,2011-09-19,19,9,2011,Monday,2,39,0
1359,2011-09-20,20,9,2011,Tuesday,3,39,0
1360,2011-09-21,21,9,2011,Wednesday,4,39,0
1361,2011-09-22,22,9,2011,Thursday,5,39,0
1362,2011-09-23,23,9,2011,Friday,6,39,0
1363,2011-09-24,24,9,2011,Saturday,7,39,1
1364,2011-09-25,25,9,2011,Sunday,1,40,1
1365,2011-09-26,26,9,2011,Monday,2,40,0
1366,2011-09-27,27,9,2011,Tuesday,3,40,0
1367,2011-09-28,28,9,2011,Wednesday,4,40,0
1368,2011-09-29,29,9,2011,Thursday,5,40,0
1369,2011-09-30,30,9,2011,Friday,6,40,0
1370,2011-10-01,1,10,2011,Saturday,7,40,1
1371,2011-10-02,2,10,2011,Sunday,1,41,1
1372,2011-10-03,3,10,2011,Monday,2,41,0
1373,2011-10-04,4,10,2011,Tuesday,3,41,0
1374,2011-10-05,5,10,2011,Wednesday,4,41,0
1375,2011-10-06,6,10,2011,Thursday,5,41,0
1376,2011-10-07,7,10,2011,Friday,6,41,0
1377,2011-10-08,8,10,2011,Saturday,7,41,1
1378,2011-10-09,9,10,2011,Sunday,1,42,1
1379,2011-10-10,10,10,2011,Monday,2,42,0
1380,2011-10-11,11,10,2011,Tuesday,3,42,0
1381,2011-10-12,12,10,2011,Wednesday,4,42,0
1382,2011-10-13,13,10,2011,Thursday,5,42,0
1383,2011-10-14,14,10,2011,Friday,6,42,0
1384,2011-10-15,15,10,2011,Saturday,7,42,1
1385,2011-10-16,16,10,2011,Sunday,1,43,1
1386,2011-10-17,17,10,2011,Monday,2,43,0
1387,2011-10-18,18,10,2011,Tuesday,3,43,0
1388,2011-10-19,19,10,2011,Wednesday,4,43,0
1389,2011-10-20,20,10,2011,Thursday,5,43,0
1390,2011-10-21,21,10,2011,Friday,6,43,0
1391,2011-10-22,22,10,2011,Saturday,7,43,1
1392,2011-10-23,23,10,2011,Sunday,1,44,1
1393,2011-10-24,24,10,2011,Monday,2,44,0
1394,2011-10-25,25,10,2011,Tuesday,3,44,0
1395,2011-10-26,26,10,2011,Wednesday,4,44,0
1396,2011-10-27,27,10,2011,Thursday,5,44,0
1397,2011-10-28,28,10,2011,Friday,6,44,0
1398,2011-10-29,29,10,2011,Saturday,7,44,1
1399,2011-10-30,30,10,2011,Sunday,1,45,1
1400,2011-10-31,31,10,2011,Monday,2,45,0
1401,2011-11-01,1,11,2011,Tuesday,3,45,0
1402,2011-11-02,2,11,2011,Wednesday,4,45,0
1403,2011-11-03,3,11,2011,Thursday,5,45,0
1404,2011-11-04,4,11,2011,Friday,6,45,0
1405,2011-11-05,5,11,2011,Saturday,7,45,1
1406,2011-11-06,6,11,2011,Sunday,1,46,1
1407,2011-11-07,7,11,2011,Monday,2,46,0
1408,2011-11-08,8,11,2011,Tuesday,3,46,0
1409,2011-11-09,9,11,2011,Wednesday,4,46,0
1410,2011-11-10,10,11,2011,Thursday,5,46,0
1411,2011-11-11,11,11,2011,Friday,6,46,0
1412,2011-11-12,12,11,2011,Saturday,7,46,1
1413,2011-11-13,13,11,2011,Sunday,1,47,1
1414,2011-11-14,14,11,2011,Monday,2,47,0
1415,2011-11-15,15,11,2011,Tuesday,3,47,0
1416,2011-11-16,16,11,2011,Wednesday,4,47,0
1417,2011-11-17,17,11,2011,Thursday,5,47,0
1418,2011-11-18,18,11,2011,Friday,6,47,0
1419,2011-11-19,19,11,2011,Saturday,7,47,1
1420,2011-11-20,20,11,2011,Sunday,1,48,1
1421,2011-11-21,21,11,2011,Monday,2,48,0
1422,2011-11-22,22,11,2011,Tuesday,3,48,0
1423,2011-11-23,23,11,2011,Wednesday,4,48,0
1424,2011-11-24,24,11,2011,Thursday,5,48,0
1425,2011-11-25,25,11,2011,Friday,6,48,0
1426,2011-11-26,26,11,2011,Saturday,7,48,1
1427,2011-11-27,27,11,2011,Sunday,1,49,1
1428,2011-11-28,28,11,2011,Monday,2,49,0
1429,2011-11-29,29,11,2011,Tuesday,3,49,0
1430,2011-11-30,30,11,2011,Wednesday,4,49,0
1431,2011-12-01,1,12,2011,Thursday,5,49,0
1432,2011-12-02,2,12,2011,Friday,6,49,0
1433,2011-12-03,3,12,2011,Saturday,7,49,1
1434,2011-12-04,4,12,2011,Sunday,1,50,1
1435,2011-12-05,5,12,2011,Monday,2,50,0
1436,2011-12-06,6,12,2011,Tuesday,3,50,0
1437,2011-12-07,7,12,2011,Wednesday,4,50,0
1438,2011-12-08,8,12,2011,Thursday,5,50,0
1439,2011-12-09,9,12,2011,Friday,6,50,0
1440,2011-12-10,10,12,2011,Saturday,7,50,1
1441,2011-12-11,11,12,2011,Sunday,1,51,1
1442,2011-12-12,12,12,2011,Monday,2,51,0
1443,2011-12-13,13,12,2011,Tuesday,3,51,0
1444,2011-12-14,14,12,2011,Wednesday,4,51,0
1445,2011-12-15,15,12,2011,Thursday,5,51,0
1446,2011-12-16,16,12,2011,Friday,6,51,0
1447,2011-12-17,17,12,2011,Saturday,7,51,1
1448,2011-12-18,18,12,2011,Sunday,1,52,1
1449,2011-12-19,19,12,2011,Monday,2,52,0
1450,2011-12-20,20,12,2011,Tuesday,3,52,0
1451,2011-12-21,21,12,2011,Wednesday,4,52,0
1452,2011-12-22,22,12,2011,Thursday,5,52,0
1453,2011-12-23,23,12,2011,Friday,6,52,0
1454,2011-12-24,24,12,2011,Saturday,7,52,1
1455,2011-12-25,25,12,2011,Sunday,1,53,1
1456,2011-12-26,26,12,2011,Monday,2,53,0
1457,2011-12-27,27,12,2011,Tuesday,3,53,0
1458,2011-12-28,28,12,2011,Wednesday,4,53,0
1459,2011-12-29,29,12,2011,Thursday,5,53,0
1460,2011-12-30,30,12,2011,Friday,6,53,0
1461,2011-12-31,31,12,2011,Saturday,7,53,1
1462,2012-01-01,1,1,2012,Sunday,1,1,1
1463,2012-01-02,2,1,2012,Monday,2,1,0
1464,2012-01-03,3,1,2012,Tuesday,3,1,0
1465,2012-01-04,4,1,2012,Wednesday,4,1,0
1466,2012-01-05,5,1,2012,Thursday,5,1,0
1467,2012-01-06,6,1,2012,Friday,6,1,0
1468,2012-01-07,7,1,2012,Saturday,7,1,1
1469,2012-01-08,8,1,2012,Sunday,1,2,1
1470,2012-01-09,9,1,2012,Monday,2,2,0
1471,2012-01-10,10,1,2012,Tuesday,3,2,0
1472,2012-01-11,11,1,2012,Wednesday,4,2,0
1473,2012-01-12,12,1,2012,Thursday,5,2,0
1474,2012-01-13,13,1,2012,Friday,6,2,0
1475,2012-01-14,14,1,2012,Saturday,7,2,1
1476,2012-01-15,15,1,2012,Sunday,1,3,1
1477,2012-01-16,16,1,2012,Monday,2,3,0
1478,2012-01-17,17,1,2012,Tuesday,3,3,0
1479,2012-01-18,18,1,2012,Wednesday,4,3,0
1480,2012-01-19,19,1,2012,Thursday,5,3,0
1481,2012-01-20,20,1,2012,Friday,6,3,0
1482,2012-01-21,21,1,2012,Saturday,7,3,1
1483,2012-01-22,22,1,2012,Sunday,1,4,1
1484,2012-01-23,23,1,2012,Monday,2,4,0
1485,2012-01-24,24,1,2012,Tuesday,3,4,0
1486,2012-01-25,25,1,2012,Wednesday,4,4,0
1487,2012-01-26,26,1,2012,Thursday,5,4,0
1488,2012-01-27,27,1,2012,Friday,6,4,0
1489,2012-01-28,28,1,2012,Saturday,7,4,1
1490,2012-01-29,29,1,2012,Sunday,1,5,1
1491,2012-01-30,30,1,2012,Monday,2,5,0
1492,2012-01-31,31,1,2012,Tuesday,3,5,0
1493,2012-02-01,1,2,2012,Wednesday,4,5,0
1494,2012-02-02,2,2,2012,Thursday,5,5,0
1495,2012-02-03,3,2,2012,Friday,6,5,0
1496,2012-02-04,4,2,2012,Saturday,7,5,1
1497,2012-02-05,5,2,2012,Sunday,1,6,1
1498,2012-02-06,6,2,2012,Monday,2,6,0
1499,2012-02-07,7,2,2012,Tuesday,3,6,0
1500,2012-02-08,8,2,2012,Wednesday,4,6,0
1501,2012-02-09,9,2,2012,Thursday,5,6,0
1502,2012-02-10,10,2,2012,Friday,6,6,0
1503,2012-02-11,11,2,2012,Saturday,7,6,1
1504,2012-02-12,12,2,2012,Sunday,1,7,1
1505,2012-02-13,13,2,2012,Monday,2,7,0
1506,2012-02-14,14,2,2012,Tuesday,3,7,0
1507,2012-02-15,15,2,2012,Wednesday,4,7,0
1508,2012-02-16,16,2,2012,Thursday,5,7,0
1509,2012-02-17,17,2,2012,Friday,6,7,0
1510,2012-02-18,18,2,2012,Saturday,7,7,1
1511,2012-02-19,19,2,2012,Sunday,1,8,1
1512,2012-02-20,20,2,2012,Monday,2,8,0
1513,2012-02-21,21,2,2012,Tuesday,3,8,0
1514,2012-02-22,22,2,2012,Wednesday,4,8,0
1515,2012-02-23,23,2,2012,Thursday,5,8,0
1516,2012-02-24,24,2,2012,Friday,6,8,0
1517,2012-02-25,25,2,2012,Saturday,7,8,1
1518,2012-02-26,26,2,2012,Sunday,1,9,1
1519,2012-02-27,27,2,2012,Monday,2,9,0
1520,2012-02-28,28,2,2012,Tuesday,3,9,0
1521,2012-02-29,29,2,2012,Wednesday,4,9,0
1522,2012-03-01,1,3,2012,Thursday,5,9,0
1523,2012-03-02,2,3,2012,Friday,6,9,0
1524,2012-03-03,3,3,2012,Saturday,7,9,1
1525,2012-03-04,4,3,2012,Sunday,1,10,1
1526,2012-03-05,5,3,2012,Monday,2,10,0
1527,2012-03-06,6,3,2012,Tuesday,3,10,0
1528,2012-03-07,7,3,2012,Wednesday,4,10,0
1529,2012-03-08,8,3,2012,Thursday,5,10,0
1530,2012-03-09,9,3,2012,Friday,6,10,0
1531,2012-03-10,10,3,2012,Saturday,7,10,1
1532,2012-03-11,11,3,2012,Sunday,1,11,1
1533,2012-03-12,12,3,2012,Monday,2,11,0
1534,2012-03-13,13,3,2012,Tuesday,3,11,0
1535,2012-03-14,14,3,2012,Wednesday,4,11,0
1536,2012-03-15,15,3,2012,Thursday,5,11,0
1537,2012-03-16,16,3,2012,Friday,6,11,0
1538,2012-03-17,17,3,2012,Saturday,7,11,1
1539,2012-03-18,18,3,2012,Sunday,1,12,1
1540,2012-03-19,19,3,2012,Monday,2,12,0
1541,2012-03-20,20,3,2012,Tuesday,3,12,0
1542,2012-03-21,21,3,2012,Wednesday,4,12,0
1543,2012-03-22,22,3,2012,Thursday,5,12,0
1544,2012-03-23,23,3,2012,Friday,6,12,0
1545,2012-03-24,24,3,2012,Saturday,7,12,1
1546,2012-03-25,25,3,2012,Sunday,1,13,1
1547,2012-03-26,26,3,2012,Monday,2,13,0
1548,2012-03-27,27,3,2012,Tuesday,3,13,0
1549,2012-03-28,28,3,2012,Wednesday,4,13,0
1550,2012-03-29,29,3,2012,Thursday,5,13,0
1551,2012-03-30,30,3,2012,Friday,6,13,0
1552,2012-03-31,31,3,2012,Saturday,7,13,1
1553,2012-04-01,1,4,2012,Sunday,1,14,1
1554,2012-04-02,2,4,2012,Monday,2,14,0
1555,2012-04-03,3,4,2012,Tuesday,3,14,0
1556,2012-04-04,4,4,2012,Wednesday,4,14,0
1557,2012-04-05,5,4,2012,Thursday,5,14,0
1558,2012-04-06,6,4,2012,Friday,6,14,0
1559,2012-04-07,7,4,2012,Saturday,7,14,1
1560,2012-04-08,8,4,2012,Sunday,1,15,1
1561,2012-04-09,9,4,2012,Monday,2,15,0
1562,2012-04-10,10,4,2012,Tuesday,3,15,0
1563,2012-04-11,11,4,2012,Wednesday,4,15,0
1564,2012-04-12,12,4,2012,Thursday,5,15,0
1565,2012-04-13,13,4,2012,Friday,6,15,0
1566,2012-04-14,14,4,2012,Saturday,7,15,1
1567,2012-04-15,15,4,2012,Sunday,1,16,1
1568,2012-04-16,16,4,2012,Monday,2,16,0
1569,2012-04-17,17,4,2012,Tuesday,3,16,0
1570,2012-04-18,18,4,2012,Wednesday,4,16,0
1571,2012-04-19,19,4,2012,Thursday,5,16,0
1572,2012-04-20,20,4,2012,Friday,6,16,0
1573,2012-04-21,21,4,2012,Saturday,7,16,1
1574,2012-04-22,22,4,2012,Sunday,1,17,1
1575,2012-04-23,23,4,2012,Monday,2,17,0
1576,2012-04-24,24,4,2012,Tuesday,3,17,0
1577,2012-04-25,25,4,2012,Wednesday,4,17,0
1578,2012-04-26,26,4,2012,Thursday,5,17,0
1579,2012-04-27,27,4,2012,Friday,6,17,0
1580,2012-04-28,28,4,2012,Saturday,7,17,1
1581,2012-04-29,29,4,2012,Sunday,1,18,1
1582,2012-04-30,30,4,2012,Monday,2,18,0
1583,2012-05-01,1,5,2012,Tuesday,3,18,0
1584,2012-05-02,2,5,2012,Wednesday,4,18,0
1585,2012-05-03,3,5,2012,Thursday,5,18,0
1586,2012-05-04,4,5,2012,Friday,6,18,0
1587,2012-05-05,5,5,2012,Saturday,7,18,1
1588,2012-05-06,6,5,2012,Sunday,1,19,1
1589,2012-05-07,7,5,2012,Monday,2,19,0
1590,2012-05-08,8,5,2012,Tuesday,3,19,0
1591,2012-05-09,9,5,2012,Wednesday,4,19,0
1592,2012-05-10,10,5,2012,Thursday,5,19,0
1593,2012-05-11,11,5,2012,Friday,6,19,0
1594,2012-05-12,12,5,2012,Saturday,7,19,1
1595,2012-05-13,13,5,2012,Sunday,1,20,1
1596,2012-05-14,14,5,2012,Monday,2,20,0
1597,2012-05-15,15,5,2012,Tuesday,3,20,0
1598,2012-05-16,16,5,2012,Wednesday,4,20,0
1599,2012-05-17,17,5,2012,Thursday,5,20,0
1600,2012-05-18,18,5,2012,Friday,6,20,0
1601,2012-05-19,19,5,2012,Saturday,7,20,1
1602,2012-05-20,20,5,2012,Sunday,1,21,1
1603,2012-05-21,21,5,2012,Monday,2,21,0
1604,2012-05-22,22,5,2012,Tuesday,3,21,0
1605,2012-05-23,23,5,2012,Wednesday,4,21,0
1606,2012-05-24,24,5,2012,Thursday,5,21,0
1607,2012-05-25,25,5,2012,Friday,6,21,0
1608,2012-05-26,26,5,2012,Saturday,7,21,1
1609,2012-05-27,27,5,2012,Sunday,1,22,1
1610,2012-05-28,28,5,2012,Monday,2,22,0
1611,2012-05-29,29,5,2012,Tuesday,3,22,0
1612,2012-05-30,30,5,2012,Wednesday,4,22,0
1613,2012-05-31,31,5,2012,Thursday,5,22,0
1614,2012-06-01,1,6,2012,Friday,6,22,0
1615,2012-06-02,2,6,2012,Saturday,7,22,1
1616,2012-06-03,3,6,2012,Sunday,1,23,1
1617,2012-06-04,4,6,2012,Monday,2,23,0
1618,2012-06-05,5,6,2012,Tuesday,3,23,0
1619,2012-06-06,6,6,2012,Wednesday,4,23,0
1620,2012-06-07,7,6,2012,Thursday,5,23,0
1621,2012-06-08,8,6,2012,Friday,6,23,0
1622,2012-06-09,9,6,2012,Saturday,7,23,1
1623,2012-06-10,10,6,2012,Sunday,1,24,1
1624,2012-06-11,11,6,2012,Monday,2,24,0
1625,2012-06-12,12,6,2012,Tuesday,3,24,0
1626,2012-06-13,13,6,2012,Wednesday,4,24,0
1627,2012-06-14,14,6,2012,Thursday,5,24,0
1628,2012-06-15,15,6,2012,Friday,6,24,0
1629,2012-06-16,16,6,2012,Saturday,7,24,1
1630,2012-06-17,17,6,2012,Sunday,1,25,1
1631,2012-06-18,18,6,2012,Monday,2,25,0
1632,2012-06-19,19,6,2012,Tuesday,3,25,0
1633,2012-06-20,20,6,2012,Wednesday,4,25,0
1634,2012-06-21,21,6,2012,Thursday,5,25,0
1635,2012-06-22,22,6,2012,Friday,6,25,0
1636,2012-06-23,23,6,2012,Saturday,7,25,1
1637,2012-06-24,24,6,2012,Sunday,1,26,1
1638,2012-06-25,25,6,2012,Monday,2,26,0
1639,2012-06-26,26,6,2012,Tuesday,3,26,0
1640,2012-06-27,27,6,2012,Wednesday,4,26,0
1641,2012-06-28,28,6,2012,Thursday,5,26,0
1642,2012-06-29,29,6,2012,Friday,6,26,0
1643,2012-06-30,30,6,2012,Saturday,7,26,1
1644,2012-07-01,1,7,2012,Sunday,1,27,1
1645,2012-07-02,2,7,2012,Monday,2,27,0
1646,2012-07-03,3,7,2012,Tuesday,3,27,0
1647,2012-07-04,4,7,2012,Wednesday,4,27,0
1648,2012-07-05,5,7,2012,Thursday,5,27,0
1649,2012-07-06,6,7,2012,Friday,6,27,0
1650,2012-07-07,7,7,2012,Saturday,7,27,1
1651,2012-07-08,8,7,2012,Sunday,1,28,1
1652,2012-07-09,9,7,2012,Monday,2,28,0
1653,2012-07-10,10,7,2012,Tuesday,3,28,0
1654,2012-07-11,11,7,2012,Wednesday,4,28,0
1655,2012-07-12,12,7,2012,Thursday,5,28,0
1656,2012-07-13,13,7,2012,Friday,6,28,0
1657,2012-07-14,14,7,2012,Saturday,7,28,1
1658,2012-07-15,15,7,2012,Sunday,1,29,1
1659,2012-07-16,16,7,2012,Monday,2,29,0
1660,2012-07-17,17,7,2012,Tuesday,3,29,0
1661,2012-07-18,18,7,2012,Wednesday,4,29,0
1662,2012-07-19,19,7,2012,Thursday,5,29,0
1663,2012-07-20,20,7,2012,Friday,6,29,0
1664,2012-07-21,21,7,2012,Saturday,7,29,1
1665,2012-07-22,22,7,2012,Sunday,1,30,1
1666,2012-07-23,23,7,2012,Monday,2,30,0
1667,2012-07-24,24,7,2012,Tuesday,3,30,0
1668,2012-07-25,25,7,2012,Wednesday,4,30,0
1669,2012-07-26,26,7,2012,Thursday,5,30,0
1670,2012-07-27,27,7,2012,Friday,6,30,0
1671,2012-07-28,28,7,2012,Saturday,7,30,1
1672,2012-07-29,29,7,2012,Sunday,1,31,1
1673,2012-07-30,30,7,2012,Monday,2,31,0
1674,2012-07-31,31,7,2012,Tuesday,3,31,0
1675,2012-08-01,1,8,2012,Wednesday,4,31,0
1676,2012-08-02,2,8,2012,Thursday,5,31,0
1677,2012-08-03,3,8,2012,Friday,6,31,0
1678,2012-08-04,4,8,2012,Saturday,7,31,1
1679,2012-08-05,5,8,2012,Sunday,1,32,1
1680,2012-08-06,6,8,2012,Monday,2,32,0
1681,2012-08-07,7,8,2012,Tuesday,3,32,0
1682,2012-08-08,8,8,2012,Wednesday,4,32,0
1683,2012-08-09,9,8,2012,Thursday,5,32,0
1684,2012-08-10,10,8,2012,Friday,6,32,0
1685,2012-08-11,11,8,2012,Saturday,7,32,1
1686,2012-08-12,12,8,2012,Sunday,1,33,1
1687,2012-08-13,13,8,2012,Monday,2,33,0
1688,2012-08-14,14,8,2012,Tuesday,3,33,0
1689,2012-08-15,15,8,2012,Wednesday,4,33,0
1690,2012-08-16,16,8,2012,Thursday,5,33,0
1691,2012-08-17,17,8,2012,Friday,6,33,0
1692,2012-08-18,18,8,2012,Saturday,7,33,1
1693,2012-08-19,19,8,2012,Sunday,1,34,1
1694,2012-08-20,20,8,2012,Monday,2,34,0
1695,2012-08-21,21,8,2012,Tuesday,3,34,0
1696,2012-08-22,22,8,2012,Wednesday,4,34,0
1697,2012-08-23,23,8,2012,Thursday,5,34,0
1698,2012-08-24,24,8,2012,Friday,6,34,0
1699,2012-08-25,25,8,2012,Saturday,7,34,1
1700,2012-08-26,26,8,2012,Sunday,1,35,1
1701,2012-08-27,27,8,2012,Monday,2,35,0
1702,2012-08-28,28,8,2012,Tuesday,3,35,0
1703,2012-08-29,29,8,2012,Wednesday,4,35,0
1704,2012-08-30,30,8,2012,Thursday,5,35,0
1705,2012-08-31,31,8,2012,Friday,6,35,0
1706,2012-09-01,1,9,2012,Saturday,7,35,1
1707,2012-09-02,2,9,2012,Sunday,1,36,1
1708,2012-09-03,3,9,2012,Monday,2,36,0
1709,2012-09-04,4,9,2012,Tuesday,3,36,0
1710,2012-09-05,5,9,2012,Wednesday,4,36,0
1711,2012-09-06,6,9,2012,Thursday,5,36,0
1712,2012-09-07,7,9,2012,Friday,6,36,0
1713,2012-09-08,8,9,2012,Saturday,7,36,1
1714,2012-09-09,9,9,2012,Sunday,1,37,1
1715,2012-09-10,10,9,2012,Monday,2,37,0
1716,2012-09-11,11,9,2012,Tuesday,3,37,0
1717,2012-09-12,12,9,2012,Wednesday,4,37,0
1718,2012-09-13,13,9,2012,Thursday,5,37,0
1719,2012-09-14,14,9,2012,Friday,6,37,0
1720,2012-09-15,15,9,2012,Saturday,7,37,1
1721,2012-09-16,16,9,2012,Sunday,1,38,1
1722,2012-09-17,17,9,2012,Monday,2,38,0
1723,2012-09-18,18,9,2012,Tuesday,3,38,0
1724,2012-09-19,19,9,2012,Wednesday,4,38,0
1725,2012-09-20,20,9,2012,Thursday,5,38,0
1726,2012-09-21,21,9,2012,Friday,6,38,0
1727,2012-09-22,22,9,2012,Saturday,7,38,1
1728,2012-09-23,23,9,2012,Sunday,1,39,1
