,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,DLY_FIRST_DATE,DLY_LAST_DATE,FIRST_DATE,LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA
483,3668,ST MALO,MB,MANITOBA,MANITOBA,CAN,49.19,-96.57,CST,263.00,5022601,,,DAILY CLIMATE,F,1.0,7.0,,,,,1980-05-01,2008-05-31,1980-01-01 00:00:00,2008-05-31 00:00:00,Y,N
484,3501,HILLVIEW,MB,MANITOBA,MANITOBA,CAN,49.55,-100.33,CST,426.70,5011293,,,UNKNOWN,,1.0,9.0,,,,,1885-06-01,1920-11-30,1885-01-01 00:00:00,1920-12-01 00:00:00,Y,N
485,3871,CHURCHILL A,MB,MANITOBA,MANITOBA,CAN,58.4421,-94.0359,CST,29.30,5060600,YYQ,,FSS,A,1.0,1.0,,,,,1943-01-01,2008-07-24,1943-01-01 00:00:00,2012-04-12 12:00:00,N,Y
486,3520,PORTAGE LA PRAIRIE 2,MB,MANITOBA,MANITOBA,CAN,49.59,-98.19,CST,261.20,5012322,,,,C,1.0,4.0,,,,,1962-10-01,1996-08-31,1962-01-01 00:00:00,1996-08-31 00:00:00,Y,N
487,3552,TURTLE MOUNTAIN 1,MB,MANITOBA,MANITOBA,CAN,49.03,-100.33,CST,563.90,5012936,,,UNKNOWN,G,1.0,9.0,,,,,1978-10-01,1979-09-30,1978-01-01 00:00:00,1979-12-01 00:00:00,Y,N
488,3571,ALMASIPPI,MB,MANITOBA,MANITOBA,CAN,49.33,-98.12,CST,274.30,5020036,,,UNKNOWN,,1.0,9.0,,,,,1902-05-01,1925-06-30,1902-01-01 00:00:00,1925-12-01 00:00:00,Y,N
489,10927,SHOAL LAKE CS,MB,MANITOBA,MANITOBA,CAN,50.27176,-100.36126,CST,561.30,5012654,WUT,71150,AU8,G,1.0,8.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-05-07,2021-04-30,1993-05-07 00:00:00,2021-04-30 12:30:37,Y,N
490,3660,ROSSER,MB,MANITOBA,MANITOBA,CAN,49.59,-97.15,CST,236.20,5022504,,,UNKNOWN,,1.0,9.0,,,,,1964-11-01,1969-09-30,1964-01-01 00:00:00,1969-12-01 00:00:00,Y,N
491,6881,MELITA 2,MB,MANITOBA,MANITOBA,CAN,49.17,-100.59,CST,422.00,5011721,,,,G,1.0,8.0,,,,,1991-05-01,1995-05-31,1991-01-01 00:00:00,1995-05-31 00:00:00,Y,N
492,3774,BEAVER,MB,MANITOBA,MANITOBA,CAN,50.01,-98.42,CST,262.70,5040165,,,UNKNOWN,,1.0,9.0,,,,,1887-06-01,1907-10-31,1887-01-01 00:00:00,1907-12-01 00:00:00,Y,N
493,6887,ST JEAN BAPTISTE,MB,MANITOBA,MANITOBA,CAN,49.16,-97.24,CST,237.70,5022567,,,DAILY CLIMATE,G,1.0,9.0,,,,,1993-12-01,1997-12-31,1993-01-01 00:00:00,1997-12-31 00:00:00,Y,N
494,3746,INDIAN BAY,MB,MANITOBA,MANITOBA,CAN,49.3726,-95.115,CST,326.70,5031320,,,DAILY CLIMATE,A,1.0,1.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1915-04-01,2021-04-29,1915-01-01 00:00:00,2021-04-29 00:00:00,N,Y
495,3870,BROCHET A,MB,MANITOBA,MANITOBA,CAN,57.53104,-101.40532,CST,346.30,5060520,,,DAILY CLIMATE,E,1.0,6.0,,,,,1948-08-01,2009-09-30,1948-01-01 00:00:00,2009-09-30 00:00:00,Y,N
496,50821,BRANDON A,MB,MANITOBA,MANITOBA,CAN,49.5436,-99.5708,CST,409.30,5010481,YBR,71140,NCH,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2012-12-06,2021-04-30,2012-12-03 11:00:00,2021-04-30 12:30:37,Y,N
497,3765,CAYER,MB,MANITOBA,MANITOBA,CAN,51.15,-99.05,CST,259.10,5040EN5,,,UNKNOWN,F,1.0,7.0,,,,,1972-06-01,1981-09-30,1972-01-01 00:00:00,1981-12-01 00:00:00,Y,N
498,3833,OCHRE RIVER SOUTH,MB,MANITOBA,MANITOBA,CAN,50.59,-99.47,CST,315.20,504205E,,,UNKNOWN,G,1.0,9.0,,,,,1979-06-01,1980-03-31,1979-01-01 00:00:00,1980-12-01 00:00:00,Y,N
499,3591,DOMINION CITY,MB,MANITOBA,MANITOBA,CAN,49.09,-97.09,CST,239.60,5020770,,,UNKNOWN,,1.0,9.0,,,,,1967-06-01,1969-11-30,1967-01-01 00:00:00,1969-12-01 00:00:00,Y,N
500,3579,BOISSEVAIN 2,MB,MANITOBA,MANITOBA,CAN,49.13,-100.05,CST,525.80,5020321,,,UNKNOWN,,1.0,9.0,,,,,1948-11-01,1970-03-31,1948-01-01 00:00:00,1970-12-01 00:00:00,Y,N
501,3789,ERIKSDALE 2,MB,MANITOBA,MANITOBA,CAN,50.53,-98.0,CST,267.30,5040897,,,UNKNOWN,,1.0,9.0,,,,,1962-06-01,1969-07-31,1962-01-01 00:00:00,1969-12-01 00:00:00,Y,N
502,3806,KATRIME EXP ST,MB,MANITOBA,MANITOBA,CAN,50.05,-98.41,CST,270.40,5041400,,,UNKNOWN,,1.0,9.0,,,,,1951-01-01,1960-12-31,1951-01-01 00:00:00,1960-12-31 00:00:00,Y,N
503,3903,SOUTH INDIAN LAKE,MB,MANITOBA,MANITOBA,CAN,56.47,-98.58,CST,259.10,5062734,,,UNKNOWN,F,1.0,7.0,,,,,1976-06-01,1989-06-30,1976-01-01 00:00:00,1989-12-01 00:00:00,Y,N
504,3779,DAUPHIN,MB,MANITOBA,MANITOBA,CAN,51.09,-100.02,CST,291.70,5040675,,,UNKNOWN,G,1.0,8.0,,,,,1890-01-01,1997-05-31,1890-01-01 00:00:00,1997-05-31 00:00:00,Y,N
505,3536,ST LAZARE,MB,MANITOBA,MANITOBA,CAN,50.26,-101.18,CST,502.90,5012600,,,UNKNOWN,,1.0,9.0,,,,,1954-01-01,1954-04-30,1954-01-01 00:00:00,1954-12-01 00:00:00,Y,N
506,3467,BINSCARTH,MB,MANITOBA,MANITOBA,CAN,50.35,-101.16,CST,525.80,5010216,,,DAILY CLIMATE,A,1.0,1.0,,,,,1973-05-01,2005-10-31,1973-01-01 00:00:00,2005-10-31 00:00:00,Y,Y
507,3858,FLIN FLON A,MB,MANITOBA,MANITOBA,CAN,54.41,-101.41,CST,303.90,5050960,YFO,,CON,A,1.0,1.0,,,,,1968-12-01,2017-12-31,1954-01-02 09:00:00,2017-12-31 00:00:00,N,Y
508,3884,LIMESTONE GS,MB,MANITOBA,MANITOBA,CAN,56.3,-94.11,CST,88.40,5061567,,,UNKNOWN,G,1.0,8.0,,,,,1985-10-01,1992-09-30,1985-01-01 00:00:00,1992-12-01 00:00:00,Y,N
509,3534,ST ALBANS,MB,MANITOBA,MANITOBA,CAN,49.42,-99.33,CST,359.70,5012540,,,UNKNOWN,,1.0,9.0,,,,,1885-01-01,1960-10-31,1885-01-01 00:00:00,1960-12-01 00:00:00,Y,N
510,27000,WINNIPEG HANGARLINE ROAD,MB,MANITOBA,MANITOBA,CAN,49.55,-97.14,CST,238.70,5023224,,,DAILY CLIMATE,G,1.0,8.0,,,,,1994-07-01,1997-05-31,1994-01-01 00:00:00,1997-05-31 00:00:00,Y,N
511,3834,OVERFLOWING RIVER,MB,MANITOBA,MANITOBA,CAN,53.09,-101.06,CST,257.90,5042058,,,,G,1.0,8.0,,,,,1984-06-01,1993-05-31,1984-01-01 00:00:00,1993-12-01 00:00:00,Y,N
512,3846,STE ROSE,MB,MANITOBA,MANITOBA,CAN,51.02,-99.23,CST,274.30,5042610,,,DAILY CLIMATE,D,1.0,5.0,,,,,1975-08-01,2009-07-27,1975-01-01 00:00:00,2009-07-27 00:00:00,Y,Y
513,3562,WASAGAMING,MB,MANITOBA,MANITOBA,CAN,50.3918006,-99.5631008,CST,627.40,5013117,WWP,71444,AU8,C,1.0,4.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1966-03-01,2021-04-30,1966-01-01 00:00:00,2021-04-30 12:30:37,Y,N
514,3671,SNOWFLAKE,MB,MANITOBA,MANITOBA,CAN,49.04,-98.39,CST,474.00,5022703,,,DAILY CLIMATE,F,1.0,7.0,,,,,1987-09-01,2011-05-30,1987-01-01 00:00:00,2011-05-30 00:00:00,Y,N
515,3532,ROSSBURN 10N,MB,MANITOBA,MANITOBA,CAN,50.48,-100.5,CST,533.40,5012501,,,UNKNOWN,G,1.0,8.0,,,,,1971-06-01,1980-09-30,1971-01-01 00:00:00,1980-12-01 00:00:00,Y,N
516,3758,STE GENEVIEVE,MB,MANITOBA,MANITOBA,CAN,49.45,-96.36,CST,256.00,5032560,,,,G,1.0,8.0,,,,,1950-06-01,1995-10-31,1950-01-01 00:00:00,1995-10-31 00:00:00,Y,N
517,3645,PETERSFIELD,MB,MANITOBA,MANITOBA,CAN,50.19,-96.59,CST,222.50,5022070,,,UNKNOWN,G,1.0,8.0,,,,,1960-08-01,1977-05-31,1960-01-01 00:00:00,1977-12-01 00:00:00,Y,N
518,30554,LUNDAR EAST,MB,MANITOBA,MANITOBA,CAN,50.4302,-97.5115,CST,269.70,5041589,,,DAILY CLIMATE,G,1.0,9.0,,,,,2000-08-01,2007-10-31,2000-08-01 00:00:00,2007-10-31 00:00:00,Y,N
519,3489,FAIRFAX,MB,MANITOBA,MANITOBA,CAN,49.25,-100.08,CST,480.10,5010906,,,UNKNOWN,G,1.0,8.0,,,,,1987-09-01,1990-11-30,1987-01-01 00:00:00,1990-12-01 00:00:00,Y,N
520,3819,MACGREGOR,MB,MANITOBA,MANITOBA,CAN,49.54,-98.42,CST,300.80,5041684,,,,F,1.0,7.0,,,,,1973-05-01,1996-09-30,1973-01-01 00:00:00,1996-09-30 00:00:00,Y,N
521,29795,RAT RIVER,MB,MANITOBA,MANITOBA,CAN,56.08,-99.29,CST,250.00,5062336,,,AU7,G,1.0,9.0,,,,,2000-02-01,2001-08-31,2000-02-01 00:00:00,2001-08-31 00:00:00,Y,N
522,3756,RIVERTON,MB,MANITOBA,MANITOBA,CAN,50.59,-96.59,CST,220.40,5032443,,,UNKNOWN,,1.0,9.0,,,,,1967-07-01,1969-03-31,1967-01-01 00:00:00,1969-12-01 00:00:00,Y,N
523,3516,PORTAGE LA PRAIRIE,MB,MANITOBA,MANITOBA,CAN,49.58,-98.18,CST,261.20,5012279,,,UNKNOWN,,1.0,9.0,,,,,1886-01-01,1918-06-30,1886-01-01 00:00:00,1918-12-01 00:00:00,Y,N
524,3496,HAMIOTA 2,MB,MANITOBA,MANITOBA,CAN,50.11,-100.36,CST,519.70,5011241,,,DAILY CLIMATE,F,1.0,7.0,,,,,1975-08-01,2002-06-30,1975-01-01 00:00:00,2002-06-30 00:00:00,Y,N
525,3891,NOTIGI,MB,MANITOBA,MANITOBA,CAN,55.54,-99.22,CST,262.10,5062049,,,UNKNOWN,G,1.0,8.0,,,,,1973-10-01,1975-11-30,1973-01-01 00:00:00,1975-12-01 00:00:00,Y,N
526,3873,CONLIN LAKE WABOWDEN,MB,MANITOBA,MANITOBA,CAN,54.5,-98.4,CST,221.00,5060613,,,UNKNOWN,G,1.0,9.0,,,,,1977-10-01,1978-04-30,1977-01-01 00:00:00,1978-12-01 00:00:00,Y,N
527,3727,BROKENHEAD,MB,MANITOBA,MANITOBA,CAN,50.16,-96.31,CST,228.60,5030523,,,UNKNOWN,G,1.0,9.0,,,,,1981-08-01,1984-10-31,1981-01-01 00:00:00,1984-12-01 00:00:00,Y,N
528,3474,BRANDON #1 WINTER BAY,MB,MANITOBA,MANITOBA,CAN,49.5,-99.59,CST,396.00,5010498,,,DAILY CLIMATE,E,1.0,6.0,,,,,1987-07-01,2002-04-30,1987-01-01 00:00:00,2002-04-30 00:00:00,Y,N
529,3742,GREAT FALLS,MB,MANITOBA,MANITOBA,CAN,50.28,-96.0,CST,248.70,5031200,,,DAILY CLIMATE,C,1.0,4.0,,,,,1922-09-01,2003-01-31,1922-01-01 00:00:00,2003-01-31 00:00:00,Y,N
530,3465,BELMONT,MB,MANITOBA,MANITOBA,CAN,49.24,-99.26,CST,447.40,5010190,,,UNKNOWN,,1.0,9.0,,,,,1891-11-01,1906-07-31,1891-01-01 00:00:00,1906-12-01 00:00:00,Y,N
531,3860,NAMEW LAKE,MB,MANITOBA,MANITOBA,CAN,54.13,-101.47,CST,290.00,5051986,,,UNKNOWN,G,1.0,8.0,,,,,1986-12-01,1991-05-31,1986-01-01 00:00:00,1991-11-01 00:00:00,Y,N
532,3599,GLENLEA,MB,MANITOBA,MANITOBA,CAN,49.39,-97.07,CST,234.40,5021054,,,DAILY CLIMATE,A,1.0,1.0,,,,,1967-04-01,2002-09-30,1967-01-01 00:00:00,2002-09-30 00:00:00,Y,Y
533,3830,NEEPAWA CSC,MB,MANITOBA,MANITOBA,CAN,50.14,-99.28,CST,368.80,5042003,,,UNKNOWN,,1.0,9.0,,,,,1962-11-01,1969-08-31,1962-01-01 00:00:00,1969-12-01 00:00:00,Y,N
534,3859,FLIN FLON CFB,MB,MANITOBA,MANITOBA,CAN,54.41,-101.58,CST,304.80,5050970,,,UNKNOWN,G,1.0,9.0,,,,,1959-10-01,1971-12-31,1959-01-01 00:00:00,1971-12-31 00:00:00,Y,N
535,3592,DUFROST,MB,MANITOBA,MANITOBA,CAN,49.22,-97.03,CST,242.30,5020807,,,UNKNOWN,G,1.0,9.0,,,,,1968-11-01,1971-08-31,1968-01-01 00:00:00,1971-12-01 00:00:00,Y,N
536,3644,PEMBINA CROSSING,MB,MANITOBA,MANITOBA,CAN,49.18,-98.25,CST,472.40,5022068,,,UNKNOWN,,1.0,9.0,,,,,1884-07-01,1903-02-28,1884-01-01 00:00:00,1903-02-28 00:00:00,Y,N
537,3686,WINNIPEG CHARLESWOOD LAGOON,MB,MANITOBA,MANITOBA,CAN,49.5,-97.2,CST,236.50,50231R0,,,UNKNOWN,G,1.0,9.0,,,,,1964-10-01,1992-08-31,1964-10-01 00:00:00,1992-12-01 00:00:00,Y,N
538,3488,ERICKSON,MB,MANITOBA,MANITOBA,CAN,50.29,-99.54,CST,648.00,5010894,,,UNKNOWN,G,1.0,9.0,,,,,1985-09-01,1986-03-31,1985-01-01 00:00:00,1986-12-01 00:00:00,Y,N
539,3813,LANGRUTH,MB,MANITOBA,MANITOBA,CAN,50.24,-98.33,CST,250.00,5041530,,,DAILY CLIMATE,A,1.0,1.0,,,,,1970-07-01,2001-06-30,1970-01-01 00:00:00,2001-06-30 00:00:00,Y,Y
540,3510,MINTO,MB,MANITOBA,MANITOBA,CAN,49.27,-100.03,CST,477.00,5011762,,,UNKNOWN,F,1.0,7.0,,,,,1979-06-01,1985-08-31,1979-01-01 00:00:00,1985-12-01 00:00:00,Y,N
541,3529,ROBLIN,MB,MANITOBA,MANITOBA,CAN,51.14,-101.23,CST,556.00,5012472,,,DAILY CLIMATE,E,1.0,6.0,,,,,1980-04-01,1997-03-31,1980-01-01 00:00:00,1997-03-31 00:00:00,Y,N
542,3525,RIDING MTN AUDY,MB,MANITOBA,MANITOBA,CAN,50.43,-100.14,CST,571.50,5012423,,,UNKNOWN,E,1.0,6.0,,,,,1977-09-01,1990-04-30,1977-01-01 00:00:00,1990-12-01 00:00:00,Y,N
543,6893,LA BROQUERIE,MB,MANITOBA,MANITOBA,CAN,49.29,-96.32,CST,290.20,5031511,,,,G,1.0,9.0,,,,,1992-09-01,1996-09-30,1992-01-01 00:00:00,1996-09-30 00:00:00,Y,N
544,3801,GRASS RIVER,MB,MANITOBA,MANITOBA,CAN,50.31,-98.58,CST,269.70,5041140,,,DAILY CLIMATE,C,1.0,4.0,,,,,1958-02-01,1997-12-31,1958-01-01 00:00:00,1997-12-31 00:00:00,Y,N
545,3634,STE ANNE SE5,MB,MANITOBA,MANITOBA,CAN,49.38,-96.36,CST,257.90,5022EDQ,,,UNKNOWN,G,1.0,9.0,,,,,1979-05-01,1982-06-30,1979-01-01 00:00:00,1982-12-01 00:00:00,Y,N
546,53118,THOMPSON A,MB,MANITOBA,MANITOBA,CAN,55.4817,-97.5145,CST,224.00,5062921,YTH,71079,NCH,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2013-02-28,2021-04-30,2013-02-28 00:00:00,2021-04-30 12:30:37,Y,N
547,3776,BIG VALLEY,MB,MANITOBA,MANITOBA,CAN,50.28,-99.27,CST,381.00,5040214,,,UNKNOWN,G,1.0,9.0,,,,,1977-08-01,1978-06-30,1977-01-01 00:00:00,1978-12-01 00:00:00,Y,N
548,3519,PORTAGE LA PRAIRIE CDA,MB,MANITOBA,MANITOBA,CAN,49.57,-98.16,CST,259.10,5012321,,,DAILY CLIMATE,A,1.0,2.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1970-07-01,2021-04-18,1970-01-01 00:00:00,2021-04-18 00:00:00,Y,Y
549,27174,WINNIPEG A CS,MB,MANITOBA,MANITOBA,CAN,49.55,-97.1458,CST,238.70,502S001,XWG,71849,AU8,G,1.0,8.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1996-10-01,2021-04-30,1996-10-01 00:00:00,2021-04-30 12:30:37,Y,N
550,3708,WINNIPEG U OF MANITOBA,MB,MANITOBA,MANITOBA,CAN,49.51,-97.15,CST,234.70,5023265,,,UNKNOWN,,1.0,9.0,,,,,1939-06-01,1949-04-30,1939-01-01 00:00:00,1949-12-01 00:00:00,Y,N
551,3745,HODGSON 2,MB,MANITOBA,MANITOBA,CAN,51.11099,-97.27545,CST,231.70,5031301,,,DAILY CLIMATE,A,1.0,1.0,,,,,1966-10-01,2014-07-30,1966-01-01 00:00:00,2014-07-30 00:00:00,Y,Y
552,3904,SOUTH INDIAN LAKE AIRPORT,MB,MANITOBA,MANITOBA,CAN,56.48,-98.54,CST,289.00,5062736,,,DAILY CLIMATE,G,1.0,8.0,,,,,1989-06-01,1998-10-31,1989-01-01 00:00:00,1998-10-31 00:00:00,Y,N
553,43620,PINAWA CANWARN,MB,MANITOBA,MANITOBA,CAN,50.0851,-95.5325,CST,277.70,5032161,,,DAILY CLIMATE,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2005-02-01,2021-04-29,2005-02-01 00:00:00,2021-04-29 00:00:00,Y,N
554,3697,WINNIPEG FLORA AVE,MB,MANITOBA,MANITOBA,CAN,49.55,-97.09,CST,232.60,5023220,,,UNKNOWN,,1.0,9.0,,,,,1955-04-01,1957-08-31,1955-01-01 00:00:00,1957-12-01 00:00:00,Y,N
555,10196,SPRAGUE,MB,MANITOBA,MANITOBA,CAN,49.0125,-95.3554009,CST,328.80,5022759,WSU,71449,AU8,G,1.0,8.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-01,2021-04-30,1992-12-01 00:00:00,2021-04-30 12:30:37,Y,N
556,11004,ROSEISLE,MB,MANITOBA,MANITOBA,CAN,49.33,-98.21,CST,308.50,5022491,,,DAILY CLIMATE,,,,,,,,2001-12-01,2005-08-31,2001-12-01 00:00:00,2005-08-31 00:00:00,Y,N
557,3769,ALONSA,MB,MANITOBA,MANITOBA,CAN,50.5,-99.03,CST,274.30,5040037,,,DAILY CLIMATE,D,1.0,5.0,,,,,1980-10-01,2007-11-30,1980-01-01 00:00:00,2007-11-30 00:00:00,Y,Y
558,52961,FLIN FLON A,MB,MANITOBA,MANITOBA,CAN,54.4041,-101.4055,CST,304.20,5050973,YFO,,NCA,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2018-10-29,2021-04-30,2014-10-23 13:00:00,2021-04-30 12:30:37,Y,N
559,43343,CFB SHILO CCOC,MB,MANITOBA,MANITOBA,CAN,49.4726,-99.3743,CST,372.00,5012673,,,DAILY CLIMATE,,,,,,,,2004-11-01,2005-04-30,2004-11-01 00:00:00,2005-04-30 00:00:00,Y,N
560,3744,HODGSON,MB,MANITOBA,MANITOBA,CAN,51.12,-97.35,CST,231.00,5031300,,,UNKNOWN,,1.0,9.0,,,,,1960-09-01,1967-02-28,1960-09-01 00:00:00,1967-02-28 00:00:00,Y,N
561,3821,MAGNET,MB,MANITOBA,MANITOBA,CAN,51.19,-99.29,CST,263.70,5041686,,,DAILY CLIMATE,F,1.0,7.0,,,,,1982-07-01,2004-05-31,1982-01-01 00:00:00,2004-05-31 00:00:00,Y,N
562,3518,PORTAGE SOUTHPORT A,MB,MANITOBA,MANITOBA,CAN,49.54,-98.16,CST,269.70,5012320,YPG,71851,CON,C,1.0,4.0,DND,MDN,Department of National Defence,Ministère de la Défense nationale,1941-07-01,1992-06-30,1941-01-01 00:00:00,2021-04-30 12:30:37,Y,N
563,3548,SWAN LAKE,MB,MANITOBA,MANITOBA,CAN,49.24,-98.47,CST,481.90,5012799,,,UNKNOWN,,1.0,9.0,,,,,1885-04-01,1930-03-31,1885-01-01 00:00:00,1930-12-01 00:00:00,Y,N
564,52438,THE PAS A,MB,MANITOBA,MANITOBA,CAN,53.5817,-101.0528,CST,270.60,5052881,YQD,,NCH,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-11-06,2018-10-29,2014-11-04 09:00:00,2018-10-29 00:00:00,Y,N
565,3868,NORWAY HOUSE A,MB,MANITOBA,MANITOBA,CAN,53.57,-97.51,CST,223.70,506B047,,,CON,A,1.0,1.0,,,,,1973-03-01,2005-09-30,1973-01-01 00:00:00,2005-09-30 00:00:00,Y,Y
566,3669,ST NORBERT,MB,MANITOBA,MANITOBA,CAN,49.46,-97.09,CST,231.60,5022603,,,UNKNOWN,F,1.0,7.0,,,,,1970-08-01,1976-06-30,1970-01-01 00:00:00,1976-12-01 00:00:00,Y,N
567,3679,SUNDOWN,MB,MANITOBA,MANITOBA,CAN,49.01,-96.14,CST,320.00,5022798,,,DAILY CLIMATE,E,1.0,6.0,,,,,1980-12-01,2000-06-30,1980-01-01 00:00:00,2000-06-30 00:00:00,Y,N
568,3805,GYPSUMVILLE OLENDER,MB,MANITOBA,MANITOBA,CAN,51.46,-98.38,CST,252.10,5041237,,,UNKNOWN,G,1.0,8.0,,,,,1982-05-01,1984-06-30,1982-01-01 00:00:00,1984-12-01 00:00:00,Y,N
569,3663,ST BONIFACE BENTWOOD,MB,MANITOBA,MANITOBA,CAN,49.52,-97.05,CST,230.70,5022549,,,UNKNOWN,F,1.0,7.0,,,,,1970-11-01,1980-09-30,1970-01-01 00:00:00,1980-12-01 00:00:00,Y,N
570,3729,CHATFIELD,MB,MANITOBA,MANITOBA,CAN,50.49,-97.3,CST,265.80,5030559,,,,G,1.0,8.0,,,,,1969-08-01,1995-08-31,1969-01-01 00:00:00,1995-08-31 00:00:00,Y,N
571,1403,DAWSON CREEK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,55.45,-120.13,MST,670.60,1182280,,,UNKNOWN,,1.0,9.0,,,,,1950-01-01,1963-10-31,1950-01-01 00:00:00,1963-12-01 00:00:00,Y,N
572,1420,INGENIKA POINT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,56.48,-124.54,MST,679.70,1183651,,,CON,E,1.0,6.0,,,,,1972-10-01,1984-07-31,1972-01-01 00:00:00,1984-12-01 00:00:00,Y,N
573,1426,MCLEOD LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,55.02,-123.02,MST,704.10,1185020,,,UNKNOWN,G,1.0,9.0,,,,,1963-08-01,1971-03-31,1963-01-01 00:00:00,1971-12-01 00:00:00,Y,N
574,1434,POUCE COUPE MTN VIEW,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,55.46,-120.06,MST,640.10,1186352,,,UNKNOWN,,1.0,9.0,,,,,1960-09-01,1962-07-31,1960-01-01 00:00:00,1962-12-01 00:00:00,Y,N
575,1391,ARRAS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,55.44,-120.32,MST,676.70,1180490,,,UNKNOWN,D,1.0,5.0,,,,,1970-04-01,1988-09-30,1970-01-01 00:00:00,1988-12-01 00:00:00,Y,N
576,1382,YOHO NP WAPTA LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,51.27,-116.2,MST,1645.90,117900R,,,DAILY CLIMATE,D,1.0,5.0,,,,,1974-01-01,1993-02-28,1974-01-01 00:00:00,1993-12-01 00:00:00,Y,N
577,1184,FORDING RIVER COMINCO,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,50.0855,-114.5118,MST,1585.00,1152899,,,DAILY CLIMATE,A,1.0,1.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1970-01-01,2017-04-11,1970-01-01 00:00:00,2017-04-11 00:00:00,Y,Y
578,1352,BRISCO,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,50.4914,-116.1529,MST,823.00,1171020,,,DAILY CLIMATE,E,1.0,6.0,,,,,1924-01-01,2004-03-31,1924-01-01 00:00:00,2004-03-31 00:00:00,Y,N
579,1185,FORT STEELE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,49.38,-115.37,MST,915.00,1153033,,,UNKNOWN,,1.0,9.0,,,,,1966-05-01,1968-02-29,1966-01-01 00:00:00,1968-12-01 00:00:00,Y,N
580,1178,ELKFORD,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,50.01,-114.55,MST,1370.00,1152653,,,,E,1.0,6.0,,,,,1972-01-01,1993-12-31,1972-01-01 00:00:00,1993-12-31 00:00:00,Y,N
581,820,N VANCOUVER CAPILANO,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,49.21,-123.07,PST,93.00,1105655,,,UNKNOWN,D,1.0,5.0,,,,,1955-07-01,1990-09-30,1955-01-01 00:00:00,1990-12-01 00:00:00,Y,N
582,931,WHONNOCK THORN HILL,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,49.11,-122.3,PST,213.40,1108925,,,UNKNOWN,,1.0,9.0,,,,,1957-06-01,1969-03-31,1957-01-01 00:00:00,1969-12-01 00:00:00,Y,N
583,1101,BIRCHBANK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,49.1,-117.43,PST,469.40,1140877,,,UNKNOWN,,1.0,9.0,,,,,1924-01-01,1945-05-31,1924-01-01 00:00:00,1945-12-01 00:00:00,Y,N
584,65,MALAHAT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,48.34297,-123.31477,PST,365.80,1014820,WKH,71774,AU8,F,1.0,7.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1920-01-01,2021-04-30,1920-01-01 00:00:00,2021-04-30 12:30:37,Y,N
